Day ,Month,Year,Case type,No,Day,Month.1,Year.1,Day.1,Month.2,Year.2,Outcome,Day.2,Month.3,Year.3,(Enter free text),Audit Date,Registered,Date_Last_in_Court,Code/Year
31,5,2024,RRC,1492,9,10,2020,16,6,2021,Active:No Activity,,,,Recommended for dismissal,2024-05-31,2020-10-09,2021-06-16,1492/2020
31,5,2024,RRC,1589,2,11,2020,9,2,2022,Active,,,,Recommended for dismissal,2024-05-31,2020-11-02,2022-02-09,1589/2020
31,5,2024,RRC,1410,24,9,2020,4,3,2021,Active: Parties to move court,,,,Recommended for dismissal,2024-05-31,2020-09-24,2021-03-04,1410/2020
31,5,2024,RRC,1277,31,8,2020,22,7,2021,Active: Parties to move court,,,,Recommended for dismissal,2024-05-31,2020-08-31,2021-07-22,1277/2020
31,5,2024,RRC,1360,10,9,2020,18,11,2020,Active: Parties to move court,,,,Recommended for dismissal,2024-05-31,2020-09-10,2020-11-18,1360/2020
31,5,2024,RRC,1644,19,11,2020,22,3,2021,Active: Orders granted,,,,Recommended for dismissal,2024-05-31,2020-11-19,2021-03-22,1644/2020
31,5,2024,RRC,1,2,1,2019,13,7,2021,Active:Interparty hearingwithin 30 Days,,,,Recommended for dismissal ,2024-05-31,2019-01-02,2021-07-13,1/2019
31,5,2024,RRC,2,2,1,2019,20,8,2019,Active:Interparty hearingwithin 30 Days,,,,Recommended for dismissal ,2024-05-31,2019-01-02,2019-08-20,2/2019
31,5,2024,RRC,4,3,1,2019,8,1,2019,Active:Interparty hearing,,,,Recommended for dismissal ,2024-05-31,2019-01-03,2019-01-08,4/2019
31,5,2024,RRC,5,3,1,2019,5,2,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-01-03,2019-02-05,5/2019
31,5,2024,RRC,6,3,1,2019,5,3,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-01-03,2019-03-05,6/2019
31,5,2024,RRC,7,3,1,2019,31,1,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-01-03,2019-01-31,7/2019
31,5,2024,RRC,8,3,1,2019,3,1,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-01-03,2019-01-03,8/2019
31,5,2024,RRC,9,3,1,2019,5,2,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-01-03,2019-02-05,9/2019
31,5,2024,RRC,10,4,1,2019,7,3,2019,Active: Hg on 22/5/2019,,,,Recommended for dismissal ,2024-05-31,2019-01-04,2019-03-07,10/2019
31,5,2024,RRC,11,4,1,2019,13,8,2019,Active,,,,Recommended for dismissal ,2024-05-31,2019-01-04,2019-08-13,11/2019
31,5,2024,RRC,12,4,1,2019,29,7,2020,Active:Interparty hearingwithin 30 Days,,,,Recommended for dismissal ,2024-05-31,2019-01-04,2020-07-29,12/2019
31,5,2024,RRC,13,4,1,2019,12,3,2019,Active: Hg on 23/5/2019,,,,Recommended for dismissal ,2024-05-31,2019-01-04,2019-03-12,13/2019
31,5,2024,RRC,14,4,1,2019,27,5,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-01-04,2019-05-27,14/2019
31,5,2024,RRC,15,4,1,2019,5,2,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-01-04,2019-02-05,15/2019
31,5,2024,RRC,16,7,1,2019,7,1,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-01-07,2019-01-07,16/2019
31,5,2024,RRC,17,7,1,2019,8,1,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-01-07,2019-01-08,17/2019
31,5,2024,RRC,18,7,1,2019,6,3,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-01-07,2019-03-06,18/2019
31,5,2024,RRC,20,7,1,2019,11,1,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-01-07,2019-01-11,20/2019
31,5,2024,RRC,21,7,1,2019,11,1,2019,Active: Hearing to be set,,,,Recommended for dismissal ,2024-05-31,2019-01-07,2019-01-11,21/2019
31,5,2024,RRC,181,4,2,2019,5,2,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-02-04,2019-02-05,181/2019
31,5,2024,RRC,182,5,2,2019,5,2,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-02-05,2019-02-05,182/2019
31,5,2024,RRC,183,5,2,2019,5,2,2019,Active: Parties to move court,,,,Recommended for dismissal ,2024-05-31,2019-02-05,2019-02-05,183/2019
31,5,2024,RRC,184,5,2,2019,11,9,2019,Active,,,,Recommended for dismissal ,2024-05-31,2019-02-05,2019-09-11,184/2019
31,5,2024,RRC,189,5,2,2019,13,6,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-02-05,2019-06-13,189/2019
31,5,2024,RRC,193,6,2,2019,28,2,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-02-06,2019-02-28,193/2019
31,5,2024,RRC,194,6,2,2019,6,2,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-02-06,2019-02-06,194/2019
31,5,2024,RRC,196,6,2,2019,7,2,2019,Active:Interparty hearing,,,,Recommended for dismissal ,2024-05-31,2019-02-06,2019-02-07,196/2019
31,5,2024,RRC,270,15,2,2019,18,2,2019,Active:Interparty hearing,,,,Recommended for dismissal ,2024-05-31,2019-02-15,2019-02-18,270/2019
31,5,2024,RRC,271,15,2,2019,29,4,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-02-15,2019-04-29,271/2019
31,5,2024,RRC,273,15,2,2019,25,2,2020,Active:Orders granted,,,,Recommended for dismissal ,2024-05-31,2019-02-15,2020-02-25,273/2019
31,5,2024,RRC,274,19,2,2019,25,2,2019,Active: Hg on 15/5/2019,,,,Recommended for dismissal ,2024-05-31,2019-02-19,2019-02-25,274/2019
31,5,2024,RRC,275,18,2,2019,18,2,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-02-18,2019-02-18,275/2019
31,5,2024,RRC,277,18,2,2019,21,8,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-02-18,2019-08-21,277/2019
31,5,2024,RRC,278,18,2,2019,9,1,2020,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-02-18,2020-01-09,278/2019
31,5,2024,RRC,279,19,2,2019,20,8,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-02-19,2019-08-20,279/2019
31,5,2024,RRC,283,19,2,2019,30,4,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-02-19,2019-04-30,283/2019
31,5,2024,RRC,285,19,2,2019,20,2,2019,Active:Interparty hearingwithin 30 Days,,,,Recommended for dismissal ,2024-05-31,2019-02-19,2019-02-20,285/2019
31,5,2024,RRC,287,19,2,2019,1,3,2019,Active: Hg on 16/5/2019,,,,Recommended for dismissal ,2024-05-31,2019-02-19,2019-03-01,287/2019
31,5,2024,RRC,288,19,2,2019,6,3,2019,Active: Hg on 22/5/2019,,,,Recommended for dismissal ,2024-05-31,2019-02-19,2019-03-06,288/2019
31,5,2024,RRC,289,26,2,2019,4,4,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-02-26,2019-04-04,289/2019
31,5,2024,RRC,290,19,2,2019,21,2,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-02-19,2019-02-21,290/2019
31,5,2024,RRC,291,20,2,2019,26,2,2019,Active: Parties to move court,,,,Recommended for dismissal ,2024-05-31,2019-02-20,2019-02-26,291/2019
31,5,2024,RRC,293,20,2,2019,20,2,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-02-20,2019-02-20,293/2019
31,5,2024,RRC,294,21,2,2019,12,4,2019,Active: Hg on 23/5/2019,,,,Recommended for dismissal ,2024-05-31,2019-02-21,2019-04-12,294/2019
31,5,2024,RRC,296,23,5,2019,1,6,2019,Active:Orders granted,,,,Recommended for dismissal ,2024-05-31,2019-05-23,2019-06-01,296/2019
31,5,2024,RRC,297,21,4,2019,27,5,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-04-21,2019-05-27,297/2019
31,5,2024,RRC,299,21,2,2019,8,4,2019,Active:Interparty hearing,,,,Recommended for dismissal ,2024-05-31,2019-02-21,2019-04-08,299/2019
31,5,2024,RRC,500,29,3,2019,24,4,2019,Active:Orders granted,,,,Recommended for dismissal ,2024-05-31,2019-03-29,2019-04-24,500/2019
31,5,2024,RRC,501,28,3,2019,28,3,2019,Active: Parties to move court,,,,Recommended for dismissal ,2024-05-31,2019-03-28,2019-03-28,501/2019
31,5,2024,RRC,503,28,3,2019,13,6,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-03-28,2019-06-13,503/2019
31,5,2024,RRC,504,28,3,2019,13,6,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-03-28,2019-06-13,504/2019
31,5,2024,RRC,507,28,3,2019,29,3,2019,Active: Hg on 5/6/2019,,,,Recommended for dismissal ,2024-05-31,2019-03-28,2019-03-29,507/2019
31,5,2024,RRC,508,28,3,2019,29,3,2019,Active: Hg on 3/6/2019,,,,Recommended for dismissal ,2024-05-31,2019-03-28,2019-03-29,508/2019
31,5,2024,RRC,509,28,3,2019,13,6,2019,Active: Mn on 12/8/2019,,,,Recommended for dismissal ,2024-05-31,2019-03-28,2019-06-13,509/2019
31,5,2024,RRC,512,29,3,2019,29,3,2019,Active: Hg on 5/6/2019,,,,Recommended for dismissal ,2024-05-31,2019-03-29,2019-03-29,512/2019
31,5,2024,RRC,513,29,3,2019,29,3,2019,Active: Hg on 5/6/2019,,,,Recommended for dismissal ,2024-05-31,2019-03-29,2019-03-29,513/2019
31,5,2024,RRC,514,29,3,2019,2,10,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-03-29,2019-10-02,514/2019
31,5,2024,RRC,515,29,3,2019,1,10,2019,Active: Parties to move court,,,,Recommended for dismissal ,2024-05-31,2019-03-29,2019-10-01,515/2019
31,5,2024,RRC,516,10,4,2019,6,6,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-04-10,2019-06-06,516/2019
31,5,2024,RRC,517,29,3,2019,17,6,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-03-29,2019-06-17,517/2019
31,5,2024,RRC,518,29,3,2019,27,8,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-03-29,2019-08-27,518/2019
31,5,2024,RRC,520,29,3,2019,8,10,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-03-29,2019-10-08,520/2019
31,5,2024,RRC,521,6,5,2019,3,10,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-05-06,2019-10-03,521/2019
31,5,2024,RRC,522,2,4,2019,1,7,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-04-02,2019-07-01,522/2019
31,5,2024,RRC,523,1,4,2019,3,4,2019,Active:Interparty hearingto be set,,,,Recommended for dismissal ,2024-05-31,2019-04-01,2019-04-03,523/2019
31,5,2024,RRC,524,1,4,2019,2,4,2019,Active:Interparty hearingto be set,,,,Recommended for dismissal ,2024-05-31,2019-04-01,2019-04-02,524/2019
31,5,2024,RRC,525,1,4,2019,2,4,2019,Active:No Activity,,,,Recommended for dismissal ,2024-05-31,2019-04-01,2019-04-02,525/2019
31,5,2024,RRC,526,1,4,2019,2,4,2019,Active: Hearing to be set,,,,Recommended for dismissal ,2024-05-31,2019-04-01,2019-04-02,526/2019
31,5,2024,RRC,527,1,4,2019,4,4,2019,Active:Interparty hearingto be set,,,,Recommended for dismissal ,2024-05-31,2019-04-01,2019-04-04,527/2019
31,5,2024,RRC,528,2,4,2019,31,10,2019,Active: Hg on 11/2/2020,,,,Recommended for dismissal ,2024-05-31,2019-04-02,2019-10-31,528/2019
31,5,2024,RRC,519,2,4,2019,2,4,2019,Active:Interparty hearingto be set,,,,Recommended for dismissal ,2024-05-31,2019-04-02,2019-04-02,519/2019
31,5,2024,RRC,530,2,4,2019,11,12,2019,Active:Orders granted,,,,Recommended for dismissal ,2024-05-31,2019-04-02,2019-12-11,530/2019
31,5,2024,RRC,531,2,4,2019,3,4,2019,Active:Interparty hearingto be set,,,,Recommended for dismissal ,2024-05-31,2019-04-02,2019-04-03,531/2019
31,5,2024,RRC,532,2,4,2019,17,2,2020,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-04-02,2020-02-17,532/2019
31,5,2024,RRC,636,24,4,2019,26,4,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-04-24,2019-04-26,636/2019
31,5,2024,RRC,637,24,4,2019,25,4,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-04-24,2019-04-25,637/2019
31,5,2024,RRC,638,24,4,2019,12,2,2020,Active: Hearing to be set,,,,Recommended for dismissal ,2024-05-31,2019-04-24,2020-02-12,638/2019
31,5,2024,RRC,664,29,4,2019,23,7,2019,Active,,,,Recommended for dismissal ,2024-05-31,2019-04-29,2019-07-23,664/2019
31,5,2024,RRC,639,24,4,2019,11,12,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-04-24,2019-12-11,639/2019
31,5,2024,RRC,640,25,4,2019,6,2,2020,Active: Hg on 13/5/2020,,,,Recommended for dismissal ,2024-05-31,2019-04-25,2020-02-06,640/2019
31,5,2024,RRC,642,24,4,2019,26,4,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-04-24,2019-04-26,642/2019
31,5,2024,RRC,644,24,4,2019,4,3,2021,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-04-24,2021-03-04,644/2019
31,5,2024,RRC,645,24,4,2019,17,2,2020,Active: Hg on 18/5/2020,,,,Recommended for dismissal ,2024-05-31,2019-04-24,2020-02-17,645/2019
31,5,2024,RRC,646,24,4,2019,26,4,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-04-24,2019-04-26,646/2019
31,5,2024,RRC,647,24,4,2019,26,4,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-04-24,2019-04-26,647/2019
31,5,2024,RRC,649,25,4,2019,20,8,2019,Active: Warrant of arrest,,,,Recommended for dismissal ,2024-05-31,2019-04-25,2019-08-20,649/2019
31,5,2024,RRC,647,24,4,2019,26,4,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-04-24,2019-04-26,647/2019
31,5,2024,RRC,652,25,4,2019,29,4,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-04-25,2019-04-29,652/2019
31,5,2024,RRC,653,25,4,2019,5,2,2020,Active: Hg on 12/5/2020,,,,Recommended for dismissal ,2024-05-31,2019-04-25,2020-02-05,653/2019
31,5,2024,RRC,654,26,4,2019,8,1,2020,Active: Hg on 2/4/2020,,,,Recommended for dismissal ,2024-05-31,2019-04-26,2020-01-08,654/2019
31,5,2024,RRC,655,26,4,2019,2,5,2019,Active:Interparty hearingto be set,,,,Recommended for dismissal ,2024-05-31,2019-04-26,2019-05-02,655/2019
31,5,2024,RRC,656,26,4,2019,2,10,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-04-26,2019-10-02,656/2019
31,5,2024,RRC,778,10,5,2019,3,7,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-05-10,2019-07-03,778/2019
31,5,2024,RRC,779,24,9,2019,10,12,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-09-24,2019-12-10,779/2019
31,5,2024,RRC,780,15,5,2019,8,7,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-05-15,2019-07-08,780/2019
31,5,2024,RRC,781,15,5,2019,9,12,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-05-15,2019-12-09,781/2019
31,5,2024,RRC,782,15,5,2019,9,12,2019,Active: Hg on 30/3/2020,,,,Recommended for dismissal ,2024-05-31,2019-05-15,2019-12-09,782/2019
31,5,2024,RRC,783,15,5,2019,21,1,2021,Active: Hg on 26/5/2021,,,,Recommended for dismissal ,2024-05-31,2019-05-15,2021-01-21,783/2019
31,5,2024,RRC,763,13,5,2019,2,7,2019,Active: Mn on 9/7/2019,,,,Recommended for dismissal ,2024-05-31,2019-05-13,2019-07-02,763/2019
31,5,2024,RRC,784,20,2,2019,16,12,2020,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-02-20,2020-12-16,784/2019
31,5,2024,RRC,786,16,5,2019,29,11,2019,Active: Hg on 14/4/2020,,,,Recommended for dismissal ,2024-05-31,2019-05-16,2019-11-29,786/2019
31,5,2024,RRC,788,16,5,2019,14,1,2021,Active: Hg on 19/4/2021,,,,Recommended for dismissal ,2024-05-31,2019-05-16,2021-01-14,788/2019
31,5,2024,RRC,789,21,5,2019,27,5,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-05-21,2019-05-27,789/2019
31,5,2024,RRC,800,16,5,2019,3,10,2019,Active: Order Granted,,,,Recommended for dismissal ,2024-05-31,2019-05-16,2019-10-03,800/2019
31,5,2024,RRC,801,16,5,2019,8,7,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-05-16,2019-07-08,801/2019
31,5,2024,RRC,804,17,5,2019,10,7,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-05-17,2019-07-10,804/2019
31,5,2024,RRC,805,17,5,2019,22,9,2019,Active:Interparty hearing,,,,Recommended for dismissal ,2024-05-31,2019-05-17,2019-09-22,805/2019
31,5,2024,RRC,806,17,5,2019,10,6,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-05-17,2019-06-10,806/2019
31,5,2024,RRC,807,17,5,2019,23,2,2021,Active: Mn on 7/6/2021,,,,Recommended for dismissal ,2024-05-31,2019-05-17,2021-02-23,807/2019
31,5,2024,RRC,808,17,5,2019,10,6,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-05-17,2019-06-10,808/2019
31,5,2024,RRC,809,27,5,2019,4,9,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-05-27,2019-09-04,809/2019
31,5,2024,RRC,810,20,5,2019,28,5,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-05-20,2019-05-28,810/2019
31,5,2024,RRC,812,20,5,2019,29,5,2019,Active: Hearing to be set,,,,Recommended for dismissal ,2024-05-31,2019-05-20,2019-05-29,812/2019
31,5,2024,RRC,813,20,5,2019,30,9,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-05-20,2019-09-30,813/2019
31,5,2024,RRC,1041,1,7,2019,21,11,2019,Active:Orders granted,,,,Recommended for dismissal ,2024-05-31,2019-07-01,2019-11-21,1041/2019
31,5,2024,RRC,1042,1,7,2019,21,11,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-01,2019-11-21,1042/2019
31,5,2024,RRC,1043,1,7,2019,19,9,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-01,2019-09-19,1043/2019
31,5,2024,RRC,1044,1,7,2019,5,7,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-01,2019-07-05,1044/2019
31,5,2024,RRC,1045,1,7,2019,5,2,2020,Active: Hg on 7/5/202,,,,Recommended for dismissal ,2024-05-31,2019-07-01,2020-02-05,1045/2019
31,5,2024,RRC,1046,1,7,2019,23,9,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-01,2019-09-23,1046/2019
31,5,2024,RRC,1047,2,7,2019,21,11,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-02,2019-11-21,1047/2019
31,5,2024,RRC,1048,2,7,2019,23,9,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-02,2019-09-23,1048/2019
31,5,2024,RRC,1049,2,7,2019,23,9,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-02,2019-09-23,1049/2019
31,5,2024,RRC,1050A,2,7,2019,26,9,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-02,2019-09-26,1050A/2019
31,5,2024,RRC,1050,2,7,2019,15,11,2019,Active: Hg on 19/3/2020,,,,Recommended for dismissal ,2024-05-31,2019-07-02,2019-11-15,1050/2019
31,5,2024,RRC,1052,2,7,2019,13,2,2020,Active: Hg on 11/5/2020,,,,Recommended for dismissal ,2024-05-31,2019-07-02,2020-02-13,1052/2019
31,5,2024,RRC,1053,2,7,2019,23,9,2019,Active:Hg on notice,,,,Recommended for dismissal ,2024-05-31,2019-07-02,2019-09-23,1053/2019
31,5,2024,RRC,1054,2,7,2019,8,7,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-02,2019-07-08,1054/2019
31,5,2024,RRC,1055,2,7,2019,24,9,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-02,2019-09-24,1055/2019
31,5,2024,RRC,1056,3,7,2019,23,9,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-03,2019-09-23,1056/2019
31,5,2024,RRC,1057,3,7,2019,8,7,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-03,2019-07-08,1057/2019
31,5,2024,RRC,1058,3,7,2019,11,12,2019,Active,,,,Recommended for dismissal ,2024-05-31,2019-07-03,2019-12-11,1058/2019
31,5,2024,RRC,1059,3,7,2019,13,2,2020,Active: Hg on 11/5/2020,,,,Recommended for dismissal ,2024-05-31,2019-07-03,2020-02-13,1059/2019
31,5,2024,RRC,1060,3,7,2019,29,10,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-03,2019-10-29,1060/2019
31,5,2024,RRC,1061,3,7,2019,2,10,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-03,2019-10-02,1061/2019
31,5,2024,RRC,1062,3,7,2019,29,1,2020,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-03,2020-01-29,1062/2019
31,5,2024,RRC,1064,3,7,2019,31,10,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-03,2019-10-31,1064/2019
31,5,2024,RRC,1066,4,7,2019,10,2,2020,Active: Mn on 8/4/2020,,,,Recommended for dismissal ,2024-05-31,2019-07-04,2020-02-10,1066/2019
31,5,2024,RRC,1067,4,7,2019,10,7,2019,Active: Hg on 25/9/2019,,,,Recommended for dismissal ,2024-05-31,2019-07-04,2019-07-10,1067/2019
31,5,2024,RRC,1068,4,7,2019,25,9,2019,Active,,,,Recommended for dismissal ,2024-05-31,2019-07-04,2019-09-25,1068/2019
31,5,2024,RRC,1069,4,7,2019,26,9,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-04,2019-09-26,1069/2019
31,5,2024,RRC,1070,4,7,2019,25,9,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-04,2019-09-25,1070/2019
31,5,2024,RRC,1072,5,7,2019,11,7,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-05,2019-07-11,1072/2019
31,5,2024,RRC,1073,5,7,2019,30,9,2019,Active: Parties to fix a date,,,,Recommended for dismissal ,2024-05-31,2019-07-05,2019-09-30,1073/2019
31,5,2024,RRC,1074,5,7,2019,8,8,2019,Active,,,,Recommended for dismissal ,2024-05-31,2019-07-05,2019-08-08,1074/2019
31,5,2024,RRC,1075,8,7,2019,11,7,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-08,2019-07-11,1075/2019
31,5,2024,RRC,1077,8,7,2019,30,9,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-08,2019-09-30,1077/2019
31,5,2024,RRC,1079,8,7,2019,12,4,2022,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-07-08,2022-04-12,1079/2019
31,5,2024,RRC,1080,8,7,2019,31,9,2019,Active: Parties to move court,,,,Recommended for dismissal ,2024-05-31,2019-07-08,,1080/2019
31,5,2024,RRC,1021,21,6,2019,31,7,2019,Active:Orders granted,,,,Recommended for dismissal ,2024-05-31,2019-06-21,2019-07-31,1021/2019
31,5,2024,RRC,1022,27,6,2019,11,11,2019,Active:Orders granted,,,,Recommended for dismissal ,2024-05-31,2019-06-27,2019-11-11,1022/2019
31,5,2024,RRC,1023,27,6,2019,22,7,2019,Active: Hg on 14/9/2019,,,,Recommended for dismissal ,2024-05-31,2019-06-27,2019-07-22,1023/2019
31,5,2024,RRC,1024,27,6,2019,17,9,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-06-27,2019-09-17,1024/2019
31,5,2024,RRC,1025,27,6,2019,3,7,2019,Active: Hg on 16/9/2019,,,,Recommended for dismissal ,2024-05-31,2019-06-27,2019-07-03,1025/2019
31,5,2024,RRC,1026,28,6,2019,19,11,2019,Active: Hg on 23/3/2020,,,,Recommended for dismissal ,2024-05-31,2019-06-28,2019-11-19,1026/2019
31,5,2024,RRC,1027,28,6,2019,20,11,2019,Active: Hg on 24/3/2020,,,,Recommended for dismissal ,2024-05-31,2019-06-28,2019-11-20,1027/2019
31,5,2024,RRC,1028,3,7,2019,8,7,2019,Active:Interparty hearingwithin 30  days,,,,Recommended for dismissal ,2024-05-31,2019-07-03,2019-07-08,1028/2019
31,5,2024,RRC,1030,28,6,2019,28,11,2022,Active: Hg on 21/3/2023,,,,Recommended for dismissal ,2024-05-31,2019-06-28,2022-11-28,1030/2019
31,5,2024,RRC,1031,28,6,2019,4,7,2019,Active: S.O.G,,,,Recommended for dismissal ,2024-05-31,2019-06-28,2019-07-04,1031/2019
31,5,2024,RRC,1032,29,6,2019,19,11,2019,Active: Hg on 23/3/2020,,,,Recommended for dismissal ,2024-05-31,2019-06-29,2019-11-19,1032/2019
31,5,2024,RRC,1033,28,6,2019,3,7,2019,Active: Hg on 17/9/2019,,,,Recommended for dismissal ,2024-05-31,2019-06-28,2019-07-03,1033/2019
31,5,2024,RRC,1034,28,6,2019,28,6,2019,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal ,2024-05-31,2019-06-28,2019-06-28,1034/2019
31,5,2024,RRC,1036,28,6,2019,9,12,2019,Active,,,,Recommended for dismissal ,2024-05-31,2019-06-28,2019-12-09,1036/2019
31,5,2024,RRC,1037,28,6,2019,29,10,2019,Active: Hg on 6/2/2020,,,,Recommended for dismissal ,2024-05-31,2019-06-28,2019-10-29,1037/2019
31,5,2024,RRC,1038,29,7,2019,13,1,2020,Active: Hg on 4/3/2020,,,,Recommended for dismissal ,2024-05-31,2019-07-29,2020-01-13,1038/2019
31,5,2024,RRC,1039,28,6,2019,11,12,2019,Active: Hg on 26/3/2020,,,,Recommended for dismissal ,2024-05-31,2019-06-28,2019-12-11,1039/2019
31,5,2024,RRC,1040,28,6,2019,20,11,2019,Active: Hg on 24/3/2020,,,,Recommended for dismissal ,2024-05-31,2019-06-28,2019-11-20,1040/2019
31,5,2024,RRC,1153,23,7,2019,19,2,2020,Active: Hg on 19/5/2020,,,,Recommended for dismissal ,2024-05-31,2019-07-23,2020-02-19,1153/2019
