Code/Year,Registered,Audit Date,Age of File
E820/2021,2021-11-25,2024-05-31,918.0
E821/2021,2021-11-25,2024-05-31,918.0
E823/2021,2021-11-26,2024-05-31,917.0
E824/2021,2021-11-26,2024-05-31,917.0
E825/2021,2021-11-26,2024-05-31,917.0
E829/2021,2021-11-29,2024-05-31,914.0
E832/2021,2021-11-29,2024-05-31,914.0
E833/2021,2021-12-01,2024-05-31,912.0
E834/2021,2021-11-30,2024-05-31,913.0
E835/2021,2021-12-01,2024-05-31,912.0
E837/2021,2021-12-01,2024-05-31,912.0
E838/2021,2021-12-03,2024-05-31,910.0
E839/2021,2021-12-02,2024-05-31,911.0
E840/2021,2021-12-02,2024-05-31,911.0
E841/2021,2021-12-03,2024-05-31,910.0
E842/2021,2021-12-03,2024-05-31,910.0
E843/2021,2021-12-04,2024-05-31,909.0
E844/2021,2021-12-09,2024-05-31,904.0
175/2021,2021-02-25,2024-05-31,1191.0
160/2021,2021-02-19,2024-05-31,1197.0
158/2021,2021-02-15,2024-05-31,1201.0
157/2021,2021-02-15,2024-05-31,1201.0
156/2021,2021-02-15,2024-05-31,1201.0
155/2021,2021-02-15,2024-05-31,1201.0
154/2021,2021-02-15,2024-05-31,1201.0
153/2021,2021-02-18,2024-05-31,1198.0
152/2021,2021-02-18,2024-05-31,1198.0
151/2021,2021-02-18,2024-05-31,1198.0
150/2021,2021-02-18,2024-05-31,1198.0
149/2021,2021-02-17,2024-05-31,1199.0
147/2021,2021-02-17,2024-05-31,1199.0
146/2021,2021-02-17,2024-05-31,1199.0
145/2021,2021-02-16,2024-05-31,1200.0
144/2021,2021-02-16,2024-05-31,1200.0
143/2021,2021-02-16,2024-05-31,1200.0
142/2021,2021-02-15,2024-05-31,1201.0
138/2021,2021-02-12,2024-05-31,1204.0
135/2021,2021-02-11,2024-05-31,1205.0
130/2021,2021-02-11,2024-05-31,1205.0
131/2021,2021-02-10,2024-05-31,1206.0
132/2021,2021-02-11,2024-05-31,1205.0
133/2021,2021-02-11,2024-05-31,1205.0
134/2021,2021-02-11,2024-05-31,1205.0
101/2021,2021-02-05,2024-05-31,1211.0
108/2021,2021-02-05,2024-05-31,1211.0
109/2021,2021-02-05,2024-05-31,1211.0
110/2021,2021-02-05,2024-05-31,1211.0
111/2021,2021-02-05,2024-05-31,1211.0
112/2021,2021-02-08,2024-05-31,1208.0
113/2021,2021-02-08,2024-05-31,1208.0
114/2021,2021-02-08,2024-05-31,1208.0
115/2021,2021-02-08,2024-05-31,1208.0
116/2021,2021-02-08,2024-05-31,1208.0
117/2021,2021-02-09,2024-05-31,1207.0
119/2021,2021-02-09,2024-05-31,1207.0
120/2021,2021-02-09,2024-05-31,1207.0
121/2021,2021-02-12,2024-05-31,1204.0
122/2021,2021-02-10,2024-05-31,1206.0
123/2021,2021-02-10,2024-05-31,1206.0
124/2021,2021-02-10,2024-05-31,1206.0
127/2021,2021-02-10,2024-05-31,1206.0
128/2021,2021-02-10,2024-05-31,1206.0
129/2021,2021-02-10,2024-05-31,1206.0
125/2021,2021-02-10,2024-05-31,1206.0
273/2021,2021-03-23,2024-05-31,1165.0
274/2021,2021-03-23,2024-05-31,1165.0
275/2021,2021-03-23,2024-05-31,1165.0
276/2021,2021-03-24,2024-05-31,1164.0
277/2021,2021-03-24,2024-05-31,1164.0
278/2021,2021-03-24,2024-05-31,1164.0
280/2021,2021-03-26,2024-05-31,1162.0
297/2021,2021-04-06,2024-05-31,1151.0
298/2021,2021-04-06,2024-05-31,1151.0
300/2021,2021-04-09,2024-05-31,1148.0
301/2021,2021-04-13,2024-05-31,1144.0
302/2021,2021-04-14,2024-05-31,1143.0
303/2021,2021-04-14,2024-05-31,1143.0
304/2021,2021-05-13,2024-05-31,1114.0
306/2021,2021-04-27,2024-05-31,1130.0
307/2021,2021-05-06,2024-05-31,1121.0
308/2021,2021-06-14,2024-05-31,1082.0
309/2021,2021-06-17,2024-05-31,1079.0
143/2013,2013-03-25,2024-05-31,4085.0
4/2012,2012-01-04,2024-05-31,4531.0
4/2012,2012-01-04,2024-05-31,4531.0
16/2012,2012-01-10,2024-05-31,4525.0
6A/2012,2012-01-05,2024-05-31,4530.0
15/2012,2012-01-10,2024-05-31,4525.0
11/2012,2012-01-06,2024-05-31,4529.0
12/2012,2012-01-06,2024-05-31,4529.0
21/2012,2012-01-17,2024-05-31,4518.0
20/2012,2012-01-16,2024-05-31,4519.0
18/2012,2012-01-16,2024-05-31,4519.0
2/2012,2012-01-04,2024-05-31,4531.0
17A/2012,2012-01-12,2024-05-31,4523.0
24/2012,2012-01-19,2024-05-31,4516.0
318/2012,2012-07-23,2024-05-31,4330.0
162/2012,2012-04-03,2024-05-31,4441.0
163/2012,2012-04-03,2024-05-31,4441.0
308/2014,2014-05-12,2024-05-31,3672.0
164/2014,2014-03-12,2024-05-31,3733.0
181/2014,2014-03-14,2024-05-31,3731.0
182/2014,2014-03-14,2024-05-31,3731.0
183/2014,2014-03-14,2024-05-31,3731.0
172/2014,2014-03-12,2024-05-31,3733.0
389/2014,2014-06-11,2024-05-31,3642.0
763/2014,2014-12-11,2024-05-31,3459.0
437/2014,2014-06-26,2024-05-31,3627.0
760B/2014,2014-12-16,2024-05-31,3454.0
396/2014,2014-06-13,2024-05-31,3640.0
415/2014,2014-06-17,2024-05-31,3636.0
477/2014,2014-07-24,2024-05-31,3599.0
768/2014,2014-12-11,2024-05-31,3459.0
202/2007,2007-09-06,2024-05-31,6112.0
259/2007,2007-04-14,2024-05-31,6257.0
212/2007,2007-09-20,2024-05-31,6098.0
78/2011,2011-03-14,2024-05-31,4827.0
358/2011,2011-10-03,2024-05-31,4624.0
1133/2020,2020-08-05,2024-05-31,1395.0
1183/2020,2020-08-12,2024-05-31,1388.0
1162/2020,2020-08-18,2024-05-31,1382.0
E154/2022,2022-02-09,2024-05-31,842.0
E161/2022,2022-02-09,2024-05-31,842.0
E162/2022,2022-02-17,2024-05-31,834.0
E071/2022,2022-01-26,2024-05-31,856.0
E072/2022,2022-01-03,2024-05-31,879.0
E073/2022,2022-01-20,2024-05-31,862.0
E076/2022,2022-01-21,2024-05-31,861.0
E077/2022,2022-01-21,2024-05-31,861.0
E078/2022,2022-01-21,2024-05-31,861.0
E079/2022,2022-01-21,2024-05-31,861.0
E080/2022,2022-01-31,2024-05-31,851.0
E081/2022,2022-01-24,2024-05-31,858.0
E083/2022,2022-01-24,2024-05-31,858.0
E086/2022,2022-01-25,2024-05-31,857.0
E087/2022,2022-01-25,2024-05-31,857.0
E088/2022,2022-01-25,2024-05-31,857.0
E089/2022,2022-01-25,2024-05-31,857.0
E090/2022,2022-01-26,2024-05-31,856.0
E091/2022,2022-01-26,2024-05-31,856.0
E092/2022,2022-01-26,2024-05-31,856.0
E094/2022,2022-01-25,2024-05-31,857.0
E095/2022,2022-01-27,2024-05-31,855.0
E207/2022,2022-02-17,2024-05-31,834.0
E172/2022,2022-02-11,2024-05-31,840.0
E176/2022,2022-02-11,2024-05-31,840.0
E177/2022,2022-02-11,2024-05-31,840.0
E178/2022,2022-02-14,2024-05-31,837.0
E179/2022,2022-02-14,2024-05-31,837.0
E184/2022,2022-02-14,2024-05-31,837.0
E185/2022,2022-02-14,2024-05-31,837.0
E189/2022,2022-02-15,2024-05-31,836.0
E193/2022,2022-02-15,2024-05-31,836.0
E196/2022,2022-02-16,2024-05-31,835.0
E199/2022,2022-03-24,2024-05-31,799.0
E201/2022,2022-02-17,2024-05-31,834.0
E202/2022,2022-02-17,2024-05-31,834.0
E203/2022,2022-02-17,2024-05-31,834.0
E241/2022,2022-03-02,2024-05-31,821.0
E243/2022,2022-03-02,2024-05-31,821.0
E244/2022,2022-03-03,2024-05-31,820.0
E247/2022,2022-03-02,2024-05-31,821.0
E248/2022,2022-03-02,2024-05-31,821.0
E283/2022,2022-03-09,2024-05-31,814.0
E284/2022,2022-03-09,2024-05-31,814.0
E285/2022,2022-03-10,2024-05-31,813.0
E287/2022,2022-03-10,2024-05-31,813.0
E288/2022,2022-03-10,2024-05-31,813.0
E638/2022,2022-06-16,2024-05-31,715.0
E642/2022,2022-06-16,2024-05-31,715.0
E643/2022,2022-06-16,2024-05-31,715.0
E645/2022,2022-06-16,2024-05-31,715.0
E667/2022,2022-06-23,2024-05-31,708.0
E668/2022,2022-06-23,2024-05-31,708.0
E669/2022,2022-06-23,2024-05-31,708.0
E670/2022,2022-06-24,2024-05-31,707.0
E679/2022,2022-06-29,2024-05-31,702.0
E680/2022,2022-06-29,2024-05-31,702.0
E681/2022,2022-06-01,2024-05-31,730.0
E832/2022,2022-08-04,2024-05-31,666.0
E833/2022,2022-09-27,2024-05-31,612.0
E834/2022,2022-08-02,2024-05-31,668.0
E835/2022,2022-08-03,2024-05-31,667.0
E837/2022,2022-08-04,2024-05-31,666.0
E838/2022,2022-08-02,2024-05-31,668.0
E839/2022,2022-08-04,2024-05-31,666.0
E840/2022,2022-08-04,2024-05-31,666.0
E841/2022,2022-08-04,2024-05-31,666.0
E842/2022,2022-08-05,2024-05-31,665.0
E843/2022,2022-08-15,2024-05-31,655.0
E844/2022,2022-08-15,2024-05-31,655.0
E845/2022,2022-08-05,2024-05-31,665.0
E852/2022,2022-08-08,2024-05-31,662.0
E853/2022,2022-08-08,2024-05-31,662.0
E854/2022,2022-08-08,2024-05-31,662.0
E790/2022,2022-07-25,2024-05-31,676.0
E791/2022,2022-07-26,2024-05-31,675.0
E1135/2022,2022-10-19,2024-05-31,590.0
E1137/2022,2022-10-21,2024-05-31,588.0
E1138/2022,2022-10-21,2024-05-31,588.0
E1139/2022,2022-10-24,2024-05-31,585.0
E1140/2022,2022-10-24,2024-05-31,585.0
E1141/2022,2022-10-24,2024-05-31,585.0
E1142/2022,2022-10-24,2024-05-31,585.0
E1143/2022,2022-10-25,2024-05-31,584.0
E1144/2022,2022-10-25,2024-05-31,584.0
E1145/2022,2022-10-24,2024-05-31,585.0
E1146/2022,2022-10-25,2024-05-31,584.0
E1147/2022,2022-10-25,2024-05-31,584.0
E1149/2022,2022-10-25,2024-05-31,584.0
E1150/2022,2022-10-25,2024-05-31,584.0
E1152/2022,2022-10-25,2024-05-31,584.0
E1153/2022,2022-10-26,2024-05-31,583.0
E1155/2022,2022-10-26,2024-05-31,583.0
E1156/2022,2022-10-26,2024-05-31,583.0
E1168/2022,2022-10-27,2024-05-31,582.0
E1181/2022,2022-10-31,2024-05-31,578.0
E1182/2022,2022-10-31,2024-05-31,578.0
E1190/2022,2022-11-11,2024-05-31,567.0
E1191/2022,2022-10-31,2024-05-31,578.0
E1192/2022,2022-10-31,2024-05-31,578.0
E1193/2022,2022-11-01,2024-05-31,577.0
E1196/2022,2022-11-01,2024-05-31,577.0
E1259/2022,2022-11-15,2024-05-31,563.0
E1257/2022,2022-11-10,2024-05-31,568.0
E1202/2022,2022-11-01,2024-05-31,577.0
E1249/2022,2022-11-09,2024-05-31,569.0
E1286/2022,2022-11-17,2024-05-31,561.0
E1287/2022,2022-11-17,2024-05-31,561.0
E1282/2022,2022-11-17,2024-05-31,561.0
E1279/2022,2022-11-15,2024-05-31,563.0
E1280/2022,2022-11-13,2024-05-31,565.0
E1215/2022,2022-11-03,2024-05-31,575.0
E1207/2022,2022-11-02,2024-05-31,576.0
E1208/2022,2022-11-02,2024-05-31,576.0
E1289/2022,2022-11-17,2024-05-31,561.0
E1293/2022,2022-11-21,2024-05-31,557.0
E1326/2022,2022-11-28,2024-05-31,550.0
E1320/2022,2022-11-23,2024-05-31,555.0
E1322/2022,2022-11-26,2024-05-31,552.0
E1319/2023,2023-09-04,2024-05-31,270.0
E1313/2022,2022-11-28,2024-05-31,550.0
E1245/2022,2022-11-09,2024-05-31,569.0
E1246/2022,2022-11-09,2024-05-31,569.0
E1248/2022,2022-11-09,2024-05-31,569.0
E1250/2022,2022-11-09,2024-05-31,569.0
E1262/2022,2022-11-11,2024-05-31,567.0
E1266/2022,2022-11-14,2024-05-31,564.0
E1278/2022,2022-11-16,2024-05-31,562.0
E1295/2022,2022-11-22,2024-05-31,556.0
E1450/2022,2022-12-22,2024-05-31,526.0
E1436/2022,2022-12-16,2024-05-31,532.0
E1435/2022,2022-12-15,2024-05-31,533.0
E1428/2022,2022-12-21,2024-05-31,527.0
E1425/2022,2022-12-15,2024-05-31,533.0
E1442/2022,2022-12-20,2024-05-31,528.0
E1420/2022,2022-12-15,2024-05-31,533.0
E1417/2022,2022-12-15,2024-05-31,533.0
E1412/2022,2022-12-14,2024-05-31,534.0
E1397/2022,2022-12-09,2024-05-31,539.0
E1404/2022,2022-12-14,2024-05-31,534.0
E1387/2022,2022-12-07,2024-05-31,541.0
E1384/2022,2022-12-07,2024-05-31,541.0
E1398/2022,2022-12-09,2024-05-31,539.0
E1381/2022,2022-12-06,2024-05-31,542.0
E1383/2022,2022-12-07,2024-05-31,541.0
E1364/2022,2022-12-02,2024-05-31,546.0
47/2006,2006-02-22,2024-05-31,6673.0
46/2006,2006-02-22,2024-05-31,6673.0
45/2006,2006-02-22,2024-05-31,6673.0
44/2006,2006-02-22,2024-05-31,6673.0
42/2006,2006-02-22,2024-05-31,6673.0
39/2006,2006-04-15,2024-05-31,6621.0
37/2006,2006-02-22,2024-05-31,6673.0
36/2006,2006-02-21,2024-05-31,6674.0
35/2006,2006-02-13,2024-05-31,6682.0
29/2006,2006-02-09,2024-05-31,6686.0
24/2006,2006-02-03,2024-05-31,6692.0
23/2006,2006-02-03,2024-05-31,6692.0
18/2006,2006-01-31,2024-05-31,6695.0
17/2006,2006-01-27,2024-05-31,6699.0
15/2006,2006-01-26,2024-05-31,6700.0
14/2006,2006-01-26,2024-05-31,6700.0
6/2006,2006-01-13,2024-05-31,6713.0
1/2006,2006-01-04,2024-05-31,6722.0
209/2017,2017-02-20,2024-05-31,2657.0
228/2017,2017-02-23,2024-05-31,2654.0
218/2017,2017-03-16,2024-05-31,2633.0
231/2017,2017-02-24,2024-05-31,2653.0
836/2017,2017-06-30,2024-05-31,2527.0
719/2017,2017-06-02,2024-05-31,2555.0
1099/2017,2017-09-06,2024-05-31,2459.0
162/2017,2017-02-09,2024-05-31,2668.0
173/2017,2017-02-13,2024-05-31,2664.0
172/2017,2017-02-13,2024-05-31,2664.0
170/2017,2017-02-13,2024-05-31,2664.0
168/2017,2017-02-10,2024-05-31,2667.0
193/2017,2017-02-13,2024-05-31,2664.0
192/2017,2017-02-17,2024-05-31,2660.0
175/2017,2017-02-13,2024-05-31,2664.0
174/2017,2017-10-13,2024-05-31,2422.0
197/2017,2017-02-16,2024-05-31,2661.0
1439/2017,2017-11-22,2024-05-31,2382.0
196/2017,2017-02-16,2024-05-31,2661.0
194/2017,2017-02-16,2024-05-31,2661.0
207/2017,2017-02-20,2024-05-31,2657.0
1295/2017,2017-10-18,2024-05-31,2417.0
313/2017,2017-03-15,2024-05-31,2634.0
251/2017,2017-02-27,2024-05-31,2650.0
250/2017,2017-02-27,2024-05-31,2650.0
90/2017,2017-01-24,2024-05-31,2684.0
83/2017,2017-01-19,2024-05-31,2689.0
76/2017,2017-01-19,2024-05-31,2689.0
66/2017,2017-01-18,2024-05-31,2690.0
79/2017,2017-01-20,2024-05-31,2688.0
248/2017,2017-02-27,2024-05-31,2650.0
247/2017,2017-02-27,2024-05-31,2650.0
246/2017,2017-02-27,2024-05-31,2650.0
245/2017,2017-02-27,2024-05-31,2650.0
243/2017,2017-02-27,2024-05-31,2650.0
318/2017,2017-03-14,2024-05-31,2635.0
306/2017,2017-03-09,2024-05-31,2640.0
77/2017,2017-01-20,2024-05-31,2688.0
299/2017,2017-03-08,2024-05-31,2641.0
294/2017,2017-03-08,2024-05-31,2641.0
286/2017,2017-04-25,2024-05-31,2593.0
281/2017,2017-03-06,2024-05-31,2643.0
309/2017,2017-03-09,2024-05-31,2640.0
293/2017,2017-03-07,2024-05-31,2642.0
280/2017,2017-03-03,2024-05-31,2646.0
273/2017,2017-03-02,2024-05-31,2647.0
256/2017,2017-02-27,2024-05-31,2650.0
255/2017,2017-02-28,2024-05-31,2649.0
395/2017,2017-03-28,2024-05-31,2621.0
332/2017,2017-03-20,2024-05-31,2629.0
330/2017,2017-03-16,2024-05-31,2633.0
328/2017,2017-03-16,2024-05-31,2633.0
323/2017,2017-03-14,2024-05-31,2635.0
322/2017,2017-03-14,2024-05-31,2635.0
107/2017,2017-01-27,2024-05-31,2681.0
102/2017,2017-08-15,2024-05-31,2481.0
85/2017,2017-01-23,2024-05-31,2685.0
50/2014,2014-07-25,2024-05-31,3598.0
82/2014,2014-02-04,2024-05-31,3769.0
760/2014,2014-12-05,2024-05-31,3465.0
76/2014,2014-02-03,2024-05-31,3770.0
107/2014,2014-02-07,2024-05-31,3766.0
440/2013,2013-08-27,2024-05-31,3930.0
439/2013,2013-08-27,2024-05-31,3930.0
418/2013,2013-08-28,2024-05-31,3929.0
421/2013,2013-08-21,2024-05-31,3936.0
300/2013,2013-06-05,2024-05-31,4013.0
374/2013,2013-07-09,2024-05-31,3979.0
370/2013,2013-06-28,2024-05-31,3990.0
417/2013,2013-08-20,2024-05-31,3937.0
172/2013,2013-11-16,2024-05-31,3849.0
150/2013,2013-03-27,2024-05-31,4083.0
291/2013,2013-05-31,2024-05-31,4018.0
162/2011,2011-05-24,2024-05-31,4756.0
1/2011,2011-12-28,2024-05-31,4538.0
392/2011,2011-10-28,2024-05-31,4599.0
102/2011,2011-03-31,2024-05-31,4810.0
192/2011,2011-06-08,2024-05-31,4741.0
219/2007,2007-07-25,2024-05-31,6155.0
218/2007,2007-09-25,2024-05-31,6093.0
217/2007,2007-09-21,2024-05-31,6097.0
213/2007,2007-09-20,2024-05-31,6098.0
214/2007,2007-09-20,2024-05-31,6098.0
215/2007,2007-09-20,2024-05-31,6098.0
203/2007,2007-09-13,2024-05-31,6105.0
195/2007,2007-08-27,2024-05-31,6122.0
190/2007,2007-10-03,2024-05-31,6085.0
232/2007,2007-10-16,2024-05-31,6072.0
254/2007,2007-11-27,2024-05-31,6030.0
254A/2007,2007-12-04,2024-05-31,6023.0
255/2007,2007-11-29,2024-05-31,6028.0
271/2007,2007-12-14,2024-05-31,6013.0
125/2007,2007-05-11,2024-05-31,6230.0
25/2007,2007-02-02,2024-05-31,6328.0
82/2007,2007-07-11,2024-05-31,6169.0
246/2015,2015-03-30,2024-05-31,3350.0
201/2015,2015-03-19,2024-05-31,3361.0
245/2015,,2024-05-31,
305/2015,2015-04-23,2024-05-31,3326.0
1278/2016,2016-11-07,2024-05-31,2762.0
1273/2016,2016-11-02,2024-05-31,2767.0
1282/2016,2016-11-07,2024-05-31,2762.0
1286/2016,2016-11-07,2024-05-31,2762.0
1292/2016,2016-11-07,2024-05-31,2762.0
1311/2016,2016-11-11,2024-05-31,2758.0
1315/2016,2016-11-11,2024-05-31,2758.0
1318/2016,2016-11-15,2024-05-31,2754.0
1320/2016,2016-11-15,2024-05-31,2754.0
1326/2016,2016-11-16,2024-05-31,2753.0
1323/2016,2016-11-16,2024-05-31,2753.0
202/2016,2016-02-29,2024-05-31,3014.0
318/2016,2016-03-24,2024-05-31,2990.0
357/2016,2016-05-30,2024-05-31,2923.0
302/2016,2016-03-21,2024-05-31,2993.0
187/2016,2016-02-23,2024-05-31,3020.0
136/2016,2016-02-05,2024-05-31,3038.0
229/2016,2016-03-03,2024-05-31,3011.0
256/2016,2016-04-14,2024-05-31,2969.0
251/2016,2016-03-08,2024-05-31,3006.0
339/2016,2016-03-04,2024-05-31,3010.0
248/2016,2016-03-08,2024-05-31,3006.0
284/2016,2016-03-16,2024-05-31,2998.0
226/2016,2016-03-03,2024-05-31,3011.0
264/2016,2016-03-11,2024-05-31,3003.0
228/2016,2016-03-03,2024-05-31,3011.0
261/2016,2016-03-11,2024-05-31,3003.0
1465/2016,2016-12-16,2024-05-31,2723.0
291/2016,2016-03-18,2024-05-31,2996.0
382/2016,2016-04-13,2024-05-31,2970.0
388/2016,2016-04-14,2024-05-31,2969.0
893/2016,2016-08-15,2024-05-31,2846.0
902/2016,2016-08-17,2024-05-31,2844.0
310/2010,2010-12-22,2024-05-31,4909.0
46/2010,2010-02-09,2024-05-31,5225.0
44/2010,2010-02-08,2024-05-31,5226.0
195/2010,2010-09-21,2024-05-31,5001.0
23/2010,2010-02-02,2024-05-31,5232.0
33/2010,2010-02-04,2024-05-31,5230.0
2073/2018,2018-09-14,2024-05-31,2086.0
1511/2018,2018-11-28,2024-05-31,2011.0
2415/2018,2018-11-26,2024-05-31,2013.0
2412/2018,2018-11-26,2024-05-31,2013.0
2408/2018,2018-11-23,2024-05-31,2016.0
2403/2018,2018-12-11,2024-05-31,1998.0
2124/2018,2018-09-26,2024-05-31,2074.0
2110/2018,2018-09-26,2024-05-31,2074.0
2114/2018,2018-09-25,2024-05-31,2075.0
2122/2018,2018-09-26,2024-05-31,2074.0
2123/2018,2018-09-26,2024-05-31,2074.0
2090/2018,2018-09-20,2024-05-31,2080.0
2091/2018,2018-09-20,2024-05-31,2080.0
51/2018,2018-10-29,2024-05-31,2041.0
2092/2018,2018-09-21,2024-05-31,2079.0
2093/2018,2018-09-21,2024-05-31,2079.0
2100/2018,2018-09-24,2024-05-31,2076.0
258/2018,2018-02-22,2024-05-31,2290.0
1227/2020,2020-08-20,2024-05-31,1380.0
1479/2020,2020-10-07,2024-05-31,1332.0
1492/2020,2020-10-09,2024-05-31,1330.0
1552/2020,2020-10-22,2024-05-31,1317.0
1589/2020,2020-11-02,2024-05-31,1306.0
1416/2020,2020-09-24,2024-05-31,1345.0
1400/2020,2020-09-23,2024-05-31,1346.0
1429/2020,2020-09-28,2024-05-31,1341.0
1410/2020,2020-09-24,2024-05-31,1345.0
1277/2020,2020-08-31,2024-05-31,1369.0
1360/2020,2020-09-10,2024-05-31,1359.0
1768/2020,2020-12-14,2024-05-31,1264.0
1737/2020,2020-12-04,2024-05-31,1274.0
1759/2020,2020-12-10,2024-05-31,1268.0
1717/2020,2020-12-01,2024-05-31,1277.0
1644/2020,2020-11-19,2024-05-31,1289.0
1679/2020,2020-11-19,2024-05-31,1289.0
1712/2020,2020-12-30,2024-05-31,1248.0
1/2019,2019-01-02,2024-05-31,1976.0
2/2019,2019-01-02,2024-05-31,1976.0
4/2019,2019-01-03,2024-05-31,1975.0
5/2019,2019-01-03,2024-05-31,1975.0
6/2019,2019-01-03,2024-05-31,1975.0
7/2019,2019-01-03,2024-05-31,1975.0
8/2019,2019-01-03,2024-05-31,1975.0
9/2019,2019-01-03,2024-05-31,1975.0
10/2019,2019-01-04,2024-05-31,1974.0
11/2019,2019-01-04,2024-05-31,1974.0
12/2019,2019-01-04,2024-05-31,1974.0
13/2019,2019-01-04,2024-05-31,1974.0
14/2019,2019-01-04,2024-05-31,1974.0
15/2019,2019-01-04,2024-05-31,1974.0
16/2019,2019-01-07,2024-05-31,1971.0
17/2019,2019-01-07,2024-05-31,1971.0
18/2019,2019-01-07,2024-05-31,1971.0
19/2019,2019-01-11,2024-05-31,1967.0
20/2019,2019-01-07,2024-05-31,1971.0
21/2019,2019-01-07,2024-05-31,1971.0
180/2019,2019-02-04,2024-05-31,1943.0
181/2019,2019-02-04,2024-05-31,1943.0
182/2019,2019-02-05,2024-05-31,1942.0
183/2019,2019-02-05,2024-05-31,1942.0
184/2019,2019-02-05,2024-05-31,1942.0
186/2019,2019-02-05,2024-05-31,1942.0
187/2019,2019-02-05,2024-05-31,1942.0
189/2019,2019-02-05,2024-05-31,1942.0
191/2019,2019-02-07,2024-05-31,1940.0
192/2019,2019-02-05,2024-05-31,1942.0
193/2019,2019-02-06,2024-05-31,1941.0
194/2019,2019-02-06,2024-05-31,1941.0
195/2019,2019-02-06,2024-05-31,1941.0
196/2019,2019-02-06,2024-05-31,1941.0
270/2019,2019-02-15,2024-05-31,1932.0
271/2019,2019-02-15,2024-05-31,1932.0
273/2019,2019-02-15,2024-05-31,1932.0
274/2019,2019-02-19,2024-05-31,1928.0
275/2019,2019-02-18,2024-05-31,1929.0
277/2019,2019-02-18,2024-05-31,1929.0
278/2019,2019-02-18,2024-05-31,1929.0
279/2019,2019-02-19,2024-05-31,1928.0
283/2019,2019-02-19,2024-05-31,1928.0
284/2019,2019-02-19,2024-05-31,1928.0
285/2019,2019-02-19,2024-05-31,1928.0
287/2019,2019-02-19,2024-05-31,1928.0
288/2019,2019-02-19,2024-05-31,1928.0
289/2019,2019-02-26,2024-05-31,1921.0
290/2019,2019-02-19,2024-05-31,1928.0
291/2019,2019-02-20,2024-05-31,1927.0
293/2019,2019-02-20,2024-05-31,1927.0
294/2019,2019-02-21,2024-05-31,1926.0
296/2019,2019-05-23,2024-05-31,1835.0
297/2019,2019-04-21,2024-05-31,1867.0
299/2019,2019-02-21,2024-05-31,1926.0
500/2019,2019-03-29,2024-05-31,1890.0
501/2019,2019-03-28,2024-05-31,1891.0
503/2019,2019-03-28,2024-05-31,1891.0
504/2019,2019-03-28,2024-05-31,1891.0
507/2019,2019-03-28,2024-05-31,1891.0
508/2019,2019-03-28,2024-05-31,1891.0
509/2019,2019-03-28,2024-05-31,1891.0
512/2019,2019-03-29,2024-05-31,1890.0
513/2019,2019-03-29,2024-05-31,1890.0
514/2019,2019-03-29,2024-05-31,1890.0
515/2019,2019-03-29,2024-05-31,1890.0
516/2019,2019-04-10,2024-05-31,1878.0
517/2019,2019-03-29,2024-05-31,1890.0
518/2019,2019-03-29,2024-05-31,1890.0
520/2019,2019-03-29,2024-05-31,1890.0
521/2019,2019-05-06,2024-05-31,1852.0
522/2019,2019-04-02,2024-05-31,1886.0
523/2019,2019-04-01,2024-05-31,1887.0
524/2019,2019-04-01,2024-05-31,1887.0
525/2019,2019-04-01,2024-05-31,1887.0
526/2019,2019-04-01,2024-05-31,1887.0
527/2019,2019-04-01,2024-05-31,1887.0
528/2019,2019-04-02,2024-05-31,1886.0
519/2019,2019-04-02,2024-05-31,1886.0
530/2019,2019-04-02,2024-05-31,1886.0
531/2019,2019-04-02,2024-05-31,1886.0
532/2019,2019-04-02,2024-05-31,1886.0
636/2019,2019-04-24,2024-05-31,1864.0
637/2019,2019-04-24,2024-05-31,1864.0
638/2019,2019-04-24,2024-05-31,1864.0
664/2019,2019-04-29,2024-05-31,1859.0
639/2019,2019-04-24,2024-05-31,1864.0
640/2019,2019-04-25,2024-05-31,1863.0
642/2019,2019-04-24,2024-05-31,1864.0
644/2019,2019-04-24,2024-05-31,1864.0
645/2019,2019-04-24,2024-05-31,1864.0
646/2019,2019-04-24,2024-05-31,1864.0
647/2019,2019-04-24,2024-05-31,1864.0
649/2019,2019-04-25,2024-05-31,1863.0
647/2019,2019-04-24,2024-05-31,1864.0
651/2019,2019-04-26,2024-05-31,1862.0
652/2019,2019-04-25,2024-05-31,1863.0
653/2019,2019-04-25,2024-05-31,1863.0
654/2019,2019-04-26,2024-05-31,1862.0
655/2019,2019-04-26,2024-05-31,1862.0
656/2019,2019-04-26,2024-05-31,1862.0
778/2019,2019-05-10,2024-05-31,1848.0
779/2019,2019-09-24,2024-05-31,1711.0
780/2019,2019-05-15,2024-05-31,1843.0
781/2019,2019-05-15,2024-05-31,1843.0
782/2019,2019-05-15,2024-05-31,1843.0
783/2019,2019-05-15,2024-05-31,1843.0
763/2019,2019-05-13,2024-05-31,1845.0
784/2019,2019-02-20,2024-05-31,1927.0
786/2019,2019-05-16,2024-05-31,1842.0
788/2019,2019-05-16,2024-05-31,1842.0
789/2019,2019-05-21,2024-05-31,1837.0
800/2019,2019-05-16,2024-05-31,1842.0
801/2019,2019-05-16,2024-05-31,1842.0
804/2019,2019-05-17,2024-05-31,1841.0
805/2019,2019-05-17,2024-05-31,1841.0
806/2019,2019-05-17,2024-05-31,1841.0
807/2019,2019-05-17,2024-05-31,1841.0
